WRISTX,WRISTY,THUMB_CMCX,THUMB_CMCY,THUMB_MCPX,THUMB_MCPY,THUMB_IPX,THUMB_IPY,THUMB_TIPX,THUMB_TIPY,INDEX_FINGER_MCPX,INDEX_FINGER_MCPY,INDEX_FINGER_PIPX,INDEX_FINGER_PIPY,INDEX_FINGER_DIPX,INDEX_FINGER_DIPY,INDEX_FINGER_TIPX,INDEX_FINGER_TIPY,MIDDLE_FINGER_MCPX,MIDDLE_FINGER_MCPY,MIDDLE_FINGER_PIPX,MIDDLE_FINGER_PIPY,MIDDLE_FINGER_DIPX,MIDDLE_FINGER_DIPY,MIDDLE_FINGER_TIPX,MIDDLE_FINGER_TIPY,RING_FINGER_MCPX,RING_FINGER_MCPY,RING_FINGER_PIPX,RING_FINGER_PIPY,RING_FINGER_DIPX,RING_FINGER_DIPY,RING_FINGER_TIPX,RING_FINGER_TIPY,PINKY_MCPX,PINKY_MCPY,PINKY_PIPX,PINKY_PIPY,PINKY_DIPX,PINKY_DIPY,PINKY_TIPX,PINKY_TIPY
0.0,0.0,-0.15789473684210525,-0.14035087719298245,-0.2543859649122807,-0.33771929824561403,-0.2807017543859649,-0.4780701754385965,-0.18859649122807018,-0.5789473684210527,0.0,-0.6535087719298246,0.14912280701754385,-0.9078947368421053,0.12280701754385964,-1.0,0.07456140350877193,-0.9692982456140351,0.12280701754385964,-0.5745614035087719,0.10526315789473684,-0.7543859649122807,-0.06578947368421052,-0.5964912280701754,-0.11403508771929824,-0.49122807017543857,0.23684210526315788,-0.4649122807017544,0.15789473684210525,-0.5833333333333334,-0.0043859649122807015,-0.43859649122807015,-0.021929824561403508,-0.36403508771929827,0.3157894736842105,-0.33771929824561403,0.2149122807017544,-0.4298245614035088,0.07894736842105263,-0.3508771929824561,0.07017543859649122,-0.2894736842105263
0.0,0.0,-0.16740088105726872,-0.14096916299559473,-0.2599118942731278,-0.33480176211453744,-0.29515418502202645,-0.47577092511013214,-0.2026431718061674,-0.5770925110132159,0.0,-0.6519823788546255,0.14537444933920704,-0.9074889867841409,0.12334801762114538,-1.0,0.07929515418502203,-0.9691629955947136,0.12334801762114538,-0.5814977973568282,0.08370044052863436,-0.748898678414097,-0.08370044052863436,-0.5947136563876652,-0.1277533039647577,-0.4845814977973568,0.23348017621145375,-0.47577092511013214,0.14096916299559473,-0.5770925110132159,-0.013215859030837005,-0.43612334801762115,-0.03524229074889868,-0.3656387665198238,0.31277533039647576,-0.34801762114537443,0.20704845814977973,-0.42290748898678415,0.07048458149779736,-0.34801762114537443,0.05286343612334802,-0.2907488986784141
0.0,0.0,-0.1645021645021645,-0.13852813852813853,-0.2597402597402597,-0.329004329004329,-0.2987012987012987,-0.46320346320346323,-0.21212121212121213,-0.5714285714285714,0.0,-0.6536796536796536,0.13852813852813853,-0.9047619047619048,0.11255411255411256,-1.0,0.06493506493506493,-0.9653679653679653,0.12554112554112554,-0.5800865800865801,0.0735930735930736,-0.7489177489177489,-0.09523809523809523,-0.5974025974025974,-0.1341991341991342,-0.48917748917748916,0.23376623376623376,-0.47619047619047616,0.12121212121212122,-0.5757575757575758,-0.030303030303030304,-0.43722943722943725,-0.047619047619047616,-0.36363636363636365,0.30735930735930733,-0.35064935064935066,0.19047619047619047,-0.4199134199134199,0.05627705627705628,-0.341991341991342,0.04329004329004329,-0.29004329004329005
0.0,0.0,-0.16170212765957448,-0.14042553191489363,-0.26382978723404255,-0.3276595744680851,-0.30638297872340425,-0.46382978723404256,-0.23404255319148937,-0.574468085106383,0.0,-0.6638297872340425,0.13191489361702127,-0.9148936170212766,0.08936170212765958,-1.0,0.03404255319148936,-0.9574468085106383,0.1276595744680851,-0.6,0.0425531914893617,-0.7489361702127659,-0.1276595744680851,-0.6,-0.16170212765957448,-0.48936170212765956,0.2297872340425532,-0.49361702127659574,0.09361702127659574,-0.5787234042553191,-0.05531914893617021,-0.4425531914893617,-0.07234042553191489,-0.3659574468085106,0.2936170212765957,-0.3702127659574468,0.16170212765957448,-0.425531914893617,0.029787234042553193,-0.35319148936170214,0.00851063829787234,-0.2978723404255319
0.0,0.0,-0.16877637130801687,-0.14345991561181434,-0.2742616033755274,-0.3291139240506329,-0.3206751054852321,-0.4641350210970464,-0.25316455696202533,-0.5780590717299579,0.0,-0.6708860759493671,0.12658227848101267,-0.9240506329113924,0.07172995780590717,-1.0,0.0,-0.9578059071729957,0.12658227848101267,-0.6033755274261603,0.012658227848101266,-0.7510548523206751,-0.14767932489451477,-0.5991561181434599,-0.16877637130801687,-0.48945147679324896,0.22362869198312235,-0.4978902953586498,0.05907172995780591,-0.5822784810126582,-0.08016877637130802,-0.4430379746835443,-0.08016877637130802,-0.37130801687763715,0.28270042194092826,-0.37130801687763715,0.1308016877637131,-0.4345991561181435,0.0,-0.3459915611814346,-0.004219409282700422,-0.2911392405063291
0.0,0.0,-0.175,-0.15416666666666667,-0.2791666666666667,-0.3458333333333333,-0.32916666666666666,-0.4791666666666667,-0.2708333333333333,-0.5958333333333333,0.0,-0.6791666666666667,0.12916666666666668,-0.9333333333333333,0.04583333333333333,-1.0,-0.0375,-0.95,0.125,-0.6125,-0.004166666666666667,-0.75,-0.17083333333333334,-0.6,-0.175,-0.5,0.21666666666666667,-0.5083333333333333,0.029166666666666667,-0.5916666666666667,-0.1,-0.45416666666666666,-0.08333333333333333,-0.37916666666666665,0.26666666666666666,-0.38333333333333336,0.0875,-0.44166666666666665,-0.029166666666666667,-0.35833333333333334,-0.016666666666666666,-0.30416666666666664
0.0,0.0,-0.18181818181818182,-0.16115702479338842,-0.2809917355371901,-0.35537190082644626,-0.32644628099173556,-0.4793388429752066,-0.26859504132231404,-0.5991735537190083,0.0,-0.6735537190082644,0.12396694214876033,-0.9297520661157025,0.045454545454545456,-1.0,-0.03305785123966942,-0.9421487603305785,0.12396694214876033,-0.6033057851239669,0.0,-0.7479338842975206,-0.1652892561983471,-0.5950413223140496,-0.17355371900826447,-0.49586776859504134,0.21074380165289255,-0.5,0.024793388429752067,-0.5909090909090909,-0.10330578512396695,-0.45041322314049587,-0.07851239669421488,-0.38016528925619836,0.256198347107438,-0.38016528925619836,0.08264462809917356,-0.4462809917355372,-0.03305785123966942,-0.359504132231405,-0.012396694214876033,-0.30165289256198347
0.0,0.0,-0.1825726141078838,-0.16182572614107885,-0.2821576763485477,-0.36099585062240663,-0.3360995850622407,-0.49377593360995853,-0.2863070539419087,-0.6099585062240664,0.0,-0.6846473029045643,0.12033195020746888,-0.9377593360995851,0.03319502074688797,-1.0,-0.04564315352697095,-0.950207468879668,0.12033195020746888,-0.6182572614107884,-0.012448132780082987,-0.7551867219917012,-0.17842323651452283,-0.6099585062240664,-0.1908713692946058,-0.5020746887966805,0.2074688796680498,-0.5145228215767634,0.012448132780082987,-0.5933609958506224,-0.11203319502074689,-0.46473029045643155,-0.0954356846473029,-0.3900414937759336,0.25311203319502074,-0.3941908713692946,0.07053941908713693,-0.44813278008298757,-0.03734439834024896,-0.36099585062240663,-0.02074688796680498,-0.3070539419087137
0.0,0.0,-0.17916666666666667,-0.15833333333333333,-0.2791666666666667,-0.3541666666666667,-0.3333333333333333,-0.4875,-0.2791666666666667,-0.6083333333333333,0.0,-0.6791666666666667,0.125,-0.9333333333333333,0.05,-1.0,-0.029166666666666667,-0.9541666666666667,0.12083333333333333,-0.6083333333333333,0.0,-0.7541666666666667,-0.17083333333333334,-0.6083333333333333,-0.18333333333333332,-0.5,0.20833333333333334,-0.5041666666666667,0.025,-0.5916666666666667,-0.10416666666666667,-0.4583333333333333,-0.09166666666666666,-0.38333333333333336,0.25833333333333336,-0.37916666666666665,0.08333333333333333,-0.45,-0.03333333333333333,-0.3625,-0.020833333333333332,-0.30416666666666664
0.0,0.0,-0.18333333333333332,-0.15833333333333333,-0.2833333333333333,-0.3541666666666667,-0.3333333333333333,-0.4875,-0.275,-0.6041666666666666,0.0,-0.6791666666666667,0.125,-0.9291666666666667,0.041666666666666664,-1.0,-0.0375,-0.9416666666666667,0.12083333333333333,-0.6125,-0.004166666666666667,-0.75,-0.17083333333333334,-0.6,-0.17916666666666667,-0.49583333333333335,0.20833333333333334,-0.5083333333333333,0.029166666666666667,-0.5916666666666667,-0.10833333333333334,-0.4583333333333333,-0.09166666666666666,-0.3875,0.25833333333333336,-0.38333333333333336,0.08333333333333333,-0.45,-0.0375,-0.3625,-0.029166666666666667,-0.30833333333333335
