WRISTX,WRISTY,THUMB_CMCX,THUMB_CMCY,THUMB_MCPX,THUMB_MCPY,THUMB_IPX,THUMB_IPY,THUMB_TIPX,THUMB_TIPY,INDEX_FINGER_MCPX,INDEX_FINGER_MCPY,INDEX_FINGER_PIPX,INDEX_FINGER_PIPY,INDEX_FINGER_DIPX,INDEX_FINGER_DIPY,INDEX_FINGER_TIPX,INDEX_FINGER_TIPY,MIDDLE_FINGER_MCPX,MIDDLE_FINGER_MCPY,MIDDLE_FINGER_PIPX,MIDDLE_FINGER_PIPY,MIDDLE_FINGER_DIPX,MIDDLE_FINGER_DIPY,MIDDLE_FINGER_TIPX,MIDDLE_FINGER_TIPY,RING_FINGER_MCPX,RING_FINGER_MCPY,RING_FINGER_PIPX,RING_FINGER_PIPY,RING_FINGER_DIPX,RING_FINGER_DIPY,RING_FINGER_TIPX,RING_FINGER_TIPY,PINKY_MCPX,PINKY_MCPY,PINKY_PIPX,PINKY_PIPY,PINKY_DIPX,PINKY_DIPY,PINKY_TIPX,PINKY_TIPY
0.0,0.0,0.04608294930875576,-0.23963133640552994,-0.10599078341013825,-0.45161290322580644,-0.4055299539170507,-0.5161290322580645,-0.6175115207373272,-0.4976958525345622,0.0,-0.4976958525345622,-0.42857142857142855,-0.6728110599078341,-0.6682027649769585,-0.7603686635944701,-0.8433179723502304,-0.8248847926267281,-0.11981566820276497,-0.3456221198156682,-0.5576036866359447,-0.5668202764976958,-0.8064516129032258,-0.695852534562212,-1.0,-0.783410138248848,-0.2672811059907834,-0.21658986175115208,-0.6774193548387096,-0.45161290322580644,-0.6036866359447005,-0.45622119815668205,-0.4976958525345622,-0.41013824884792627,-0.41935483870967744,-0.1152073732718894,-0.6820276497695853,-0.33640552995391704,-0.6359447004608295,-0.37327188940092165,-0.5483870967741935,-0.37327188940092165
0.0,0.0,0.046511627906976744,-0.22325581395348837,-0.10232558139534884,-0.4232558139534884,-0.4046511627906977,-0.49767441860465117,-0.6186046511627907,-0.4930232558139535,0.0,-0.4744186046511628,-0.413953488372093,-0.6651162790697674,-0.641860465116279,-0.7534883720930232,-0.8232558139534883,-0.827906976744186,-0.13023255813953488,-0.34418604651162793,-0.5534883720930233,-0.5720930232558139,-0.8,-0.7116279069767442,-1.0,-0.8093023255813954,-0.2837209302325581,-0.23255813953488372,-0.6651162790697674,-0.4604651162790698,-0.5767441860465117,-0.4418604651162791,-0.46511627906976744,-0.39069767441860465,-0.4325581395348837,-0.13953488372093023,-0.6790697674418604,-0.34418604651162793,-0.6093023255813953,-0.3581395348837209,-0.5116279069767442,-0.3395348837209302
0.0,0.0,0.04716981132075472,-0.22641509433962265,-0.10849056603773585,-0.4339622641509434,-0.41037735849056606,-0.5047169811320755,-0.6273584905660378,-0.5047169811320755,0.0,-0.49056603773584906,-0.41509433962264153,-0.6792452830188679,-0.6415094339622641,-0.7688679245283019,-0.8254716981132075,-0.8443396226415094,-0.12735849056603774,-0.3584905660377358,-0.5518867924528302,-0.5943396226415094,-0.7971698113207547,-0.7311320754716981,-1.0,-0.8301886792452831,-0.2830188679245283,-0.24528301886792453,-0.6792452830188679,-0.4811320754716981,-0.5943396226415094,-0.45754716981132076,-0.47641509433962265,-0.4009433962264151,-0.4339622641509434,-0.15566037735849056,-0.6886792452830188,-0.3584905660377358,-0.6084905660377359,-0.36792452830188677,-0.5047169811320755,-0.33962264150943394
0.0,0.0,0.047619047619047616,-0.22380952380952382,-0.10476190476190476,-0.42857142857142855,-0.4095238095238095,-0.5047619047619047,-0.6285714285714286,-0.5095238095238095,0.0,-0.49047619047619045,-0.41904761904761906,-0.680952380952381,-0.6476190476190476,-0.7714285714285715,-0.8285714285714286,-0.8476190476190476,-0.13333333333333333,-0.3619047619047619,-0.5523809523809524,-0.5904761904761905,-0.8047619047619048,-0.7333333333333333,-1.0,-0.8333333333333334,-0.2904761904761905,-0.24761904761904763,-0.680952380952381,-0.4857142857142857,-0.5952380952380952,-0.46190476190476193,-0.48095238095238096,-0.40476190476190477,-0.44285714285714284,-0.15714285714285714,-0.6904761904761905,-0.3619047619047619,-0.6142857142857143,-0.37142857142857144,-0.5047619047619047,-0.3476190476190476
0.0,0.0,0.05238095238095238,-0.22380952380952382,-0.1,-0.42857142857142855,-0.40476190476190477,-0.5095238095238095,-0.6190476190476191,-0.5142857142857142,0.0,-0.4857142857142857,-0.4095238095238095,-0.6761904761904762,-0.6428571428571429,-0.7714285714285715,-0.8238095238095238,-0.8476190476190476,-0.12857142857142856,-0.35714285714285715,-0.5476190476190477,-0.5904761904761905,-0.8,-0.7333333333333333,-1.0,-0.8380952380952381,-0.2857142857142857,-0.24761904761904763,-0.6761904761904762,-0.4857142857142857,-0.5952380952380952,-0.46190476190476193,-0.47619047619047616,-0.4095238095238095,-0.43333333333333335,-0.15714285714285714,-0.6857142857142857,-0.3619047619047619,-0.6095238095238096,-0.37142857142857144,-0.5095238095238095,-0.3476190476190476
0.0,0.0,0.04739336492890995,-0.22274881516587677,-0.0947867298578199,-0.4265402843601896,-0.3933649289099526,-0.5118483412322274,-0.6066350710900474,-0.5118483412322274,0.0,-0.4834123222748815,-0.41706161137440756,-0.6729857819905213,-0.6445497630331753,-0.7630331753554502,-0.8246445497630331,-0.8436018957345972,-0.13270142180094788,-0.36018957345971564,-0.5497630331753555,-0.5829383886255924,-0.8009478672985783,-0.7251184834123223,-1.0,-0.8293838862559242,-0.2843601895734597,-0.24644549763033174,-0.6729857819905213,-0.47393364928909953,-0.5876777251184834,-0.45023696682464454,-0.4786729857819905,-0.3981042654028436,-0.43601895734597157,-0.15639810426540285,-0.6872037914691943,-0.35545023696682465,-0.6113744075829384,-0.36018957345971564,-0.5118483412322274,-0.3412322274881517
0.0,0.0,0.04716981132075472,-0.22169811320754718,-0.10377358490566038,-0.42452830188679247,-0.4056603773584906,-0.5,-0.6226415094339622,-0.5047169811320755,0.0,-0.47641509433962265,-0.41509433962264153,-0.6650943396226415,-0.6462264150943396,-0.7594339622641509,-0.8207547169811321,-0.8349056603773585,-0.13679245283018868,-0.35377358490566035,-0.5518867924528302,-0.5801886792452831,-0.8018867924528302,-0.7264150943396226,-1.0,-0.8254716981132075,-0.29245283018867924,-0.24056603773584906,-0.6745283018867925,-0.4716981132075472,-0.5849056603773585,-0.4528301886792453,-0.4716981132075472,-0.4009433962264151,-0.44339622641509435,-0.1509433962264151,-0.6839622641509434,-0.3584905660377358,-0.6084905660377359,-0.36792452830188677,-0.5094339622641509,-0.3443396226415094
0.0,0.0,0.047619047619047616,-0.22380952380952382,-0.1,-0.4238095238095238,-0.40476190476190477,-0.5095238095238095,-0.6238095238095238,-0.5095238095238095,0.0,-0.48095238095238096,-0.41904761904761906,-0.6761904761904762,-0.6523809523809524,-0.7714285714285715,-0.8238095238095238,-0.8476190476190476,-0.13333333333333333,-0.35714285714285715,-0.5523809523809524,-0.5904761904761905,-0.8,-0.7333333333333333,-1.0,-0.8380952380952381,-0.2904761904761905,-0.24761904761904763,-0.6761904761904762,-0.48095238095238096,-0.5952380952380952,-0.46190476190476193,-0.48095238095238096,-0.4095238095238095,-0.44285714285714284,-0.15714285714285714,-0.6904761904761905,-0.3619047619047619,-0.6190476190476191,-0.3761904761904762,-0.5238095238095238,-0.35714285714285715
0.0,0.0,0.04245283018867924,-0.23113207547169812,-0.10377358490566038,-0.4339622641509434,-0.4009433962264151,-0.5188679245283019,-0.6132075471698113,-0.5188679245283019,0.0,-0.4858490566037736,-0.419811320754717,-0.6792452830188679,-0.6462264150943396,-0.7735849056603774,-0.8254716981132075,-0.8490566037735849,-0.12735849056603774,-0.3584905660377358,-0.5518867924528302,-0.589622641509434,-0.8066037735849056,-0.7311320754716981,-1.0,-0.8301886792452831,-0.2783018867924528,-0.24528301886792453,-0.6792452830188679,-0.4811320754716981,-0.5990566037735849,-0.45754716981132076,-0.4811320754716981,-0.4009433962264151,-0.4339622641509434,-0.1509433962264151,-0.6886792452830188,-0.3584905660377358,-0.6084905660377359,-0.36792452830188677,-0.5047169811320755,-0.33962264150943394
0.0,0.0,0.0380952380952381,-0.21904761904761905,-0.10952380952380952,-0.4238095238095238,-0.4142857142857143,-0.5047619047619047,-0.6333333333333333,-0.5142857142857142,0.0,-0.48095238095238096,-0.41904761904761906,-0.6761904761904762,-0.6523809523809524,-0.7714285714285715,-0.8238095238095238,-0.8476190476190476,-0.13333333333333333,-0.35714285714285715,-0.5523809523809524,-0.5904761904761905,-0.8047619047619048,-0.7333333333333333,-1.0,-0.8333333333333334,-0.2904761904761905,-0.24761904761904763,-0.680952380952381,-0.48095238095238096,-0.5904761904761905,-0.4523809523809524,-0.4714285714285714,-0.3952380952380952,-0.44285714285714284,-0.15714285714285714,-0.6904761904761905,-0.35714285714285715,-0.6190476190476191,-0.36666666666666664,-0.5142857142857142,-0.34285714285714286
0.0,0.0,0.04716981132075472,-0.22169811320754718,-0.10377358490566038,-0.42452830188679247,-0.4056603773584906,-0.5094339622641509,-0.6226415094339622,-0.5141509433962265,0.0,-0.4811320754716981,-0.41509433962264153,-0.6745283018867925,-0.6462264150943396,-0.7688679245283019,-0.8207547169811321,-0.8443396226415094,-0.1320754716981132,-0.3584905660377358,-0.5566037735849056,-0.589622641509434,-0.8018867924528302,-0.7264150943396226,-1.0,-0.8254716981132075,-0.2830188679245283,-0.24528301886792453,-0.6745283018867925,-0.4811320754716981,-0.5849056603773585,-0.4528301886792453,-0.47641509433962265,-0.39622641509433965,-0.4386792452830189,-0.1509433962264151,-0.6886792452830188,-0.3584905660377358,-0.6226415094339622,-0.36792452830188677,-0.5235849056603774,-0.3490566037735849
