WRISTX,WRISTY,THUMB_CMCX,THUMB_CMCY,THUMB_MCPX,THUMB_MCPY,THUMB_IPX,THUMB_IPY,THUMB_TIPX,THUMB_TIPY,INDEX_FINGER_MCPX,INDEX_FINGER_MCPY,INDEX_FINGER_PIPX,INDEX_FINGER_PIPY,INDEX_FINGER_DIPX,INDEX_FINGER_DIPY,INDEX_FINGER_TIPX,INDEX_FINGER_TIPY,MIDDLE_FINGER_MCPX,MIDDLE_FINGER_MCPY,MIDDLE_FINGER_PIPX,MIDDLE_FINGER_PIPY,MIDDLE_FINGER_DIPX,MIDDLE_FINGER_DIPY,MIDDLE_FINGER_TIPX,MIDDLE_FINGER_TIPY,RING_FINGER_MCPX,RING_FINGER_MCPY,RING_FINGER_PIPX,RING_FINGER_PIPY,RING_FINGER_DIPX,RING_FINGER_DIPY,RING_FINGER_TIPX,RING_FINGER_TIPY,PINKY_MCPX,PINKY_MCPY,PINKY_PIPX,PINKY_PIPY,PINKY_DIPX,PINKY_DIPY,PINKY_TIPX,PINKY_TIPY
0.0,0.0,-0.19076923076923077,-0.19076923076923077,-0.31384615384615383,-0.4153846153846154,-0.44,-0.5446153846153846,-0.5230769230769231,-0.6676923076923077,0.0,-0.64,0.027692307692307693,-0.8676923076923077,-0.08307692307692308,-0.9538461538461539,-0.19692307692307692,-0.9692307692307692,0.07692307692307693,-0.6276923076923077,0.13846153846153847,-0.9107692307692308,-0.024615384615384615,-1.0,-0.19076923076923077,-0.9723076923076923,0.13538461538461538,-0.5969230769230769,0.2,-0.8676923076923077,0.018461538461538463,-0.9692307692307692,-0.14153846153846153,-0.9661538461538461,0.16615384615384615,-0.5384615384615384,0.18769230769230769,-0.7507692307692307,0.08,-0.8830769230769231,-0.04,-0.9415384615384615
0.0,0.0,-0.19753086419753085,-0.1882716049382716,-0.31790123456790126,-0.4074074074074074,-0.4444444444444444,-0.5401234567901234,-0.5308641975308642,-0.6635802469135802,0.0,-0.6388888888888888,0.027777777777777776,-0.8672839506172839,-0.08950617283950617,-0.9506172839506173,-0.19753086419753085,-0.9598765432098766,0.07098765432098765,-0.6265432098765432,0.12962962962962962,-0.9104938271604939,-0.030864197530864196,-1.0,-0.19444444444444445,-0.9660493827160493,0.12962962962962962,-0.5925925925925926,0.1882716049382716,-0.8703703703703703,0.009259259259259259,-0.9691358024691358,-0.1574074074074074,-0.9629629629629629,0.16049382716049382,-0.5432098765432098,0.1697530864197531,-0.7592592592592593,0.05555555555555555,-0.8858024691358025,-0.06481481481481481,-0.9320987654320988
0.0,0.0,-0.18885448916408668,-0.18575851393188855,-0.30959752321981426,-0.4055727554179567,-0.43034055727554177,-0.5386996904024768,-0.5232198142414861,-0.6656346749226006,0.0,-0.6408668730650154,0.02786377708978328,-0.8730650154798761,-0.08668730650154799,-0.9535603715170279,-0.20743034055727555,-0.9566563467492261,0.07430340557275542,-0.628482972136223,0.13312693498452013,-0.9102167182662538,-0.034055727554179564,-1.0,-0.19814241486068113,-0.9690402476780186,0.13312693498452013,-0.5944272445820433,0.19504643962848298,-0.8699690402476781,0.015479876160990712,-0.9752321981424149,-0.15170278637770898,-0.9721362229102167,0.16718266253869968,-0.5386996904024768,0.17956656346749225,-0.7554179566563467,0.07120743034055728,-0.8854489164086687,-0.04643962848297214,-0.9473684210526315
0.0,0.0,-0.19195046439628483,-0.18885448916408668,-0.3188854489164087,-0.4179566563467492,-0.4458204334365325,-0.544891640866873,-0.5232198142414861,-0.6687306501547987,0.0,-0.6408668730650154,0.043343653250773995,-0.8792569659442725,-0.07120743034055728,-0.9628482972136223,-0.18885448916408668,-0.9721362229102167,0.07430340557275542,-0.6253869969040248,0.14860681114551083,-0.913312693498452,-0.015479876160990712,-1.0,-0.17956656346749225,-0.9690402476780186,0.13312693498452013,-0.5882352941176471,0.21052631578947367,-0.8575851393188855,0.02786377708978328,-0.9628482972136223,-0.1393188854489164,-0.9566563467492261,0.17337461300309598,-0.5263157894736842,0.19814241486068113,-0.7430340557275542,0.08978328173374613,-0.8761609907120743,-0.02476780185758514,-0.934984520123839
0.0,0.0,-0.19148936170212766,-0.19148936170212766,-0.3130699088145897,-0.41641337386018235,-0.4376899696048632,-0.547112462006079,-0.513677811550152,-0.668693009118541,0.0,-0.6382978723404256,0.03343465045592705,-0.8753799392097265,-0.07598784194528875,-0.9574468085106383,-0.1945288753799392,-0.9726443768996961,0.0668693009118541,-0.6231003039513677,0.13069908814589665,-0.9118541033434651,-0.030395136778115502,-1.0,-0.1945288753799392,-0.9756838905775076,0.12462006079027356,-0.5866261398176292,0.182370820668693,-0.8632218844984803,0.00303951367781155,-0.9635258358662614,-0.1580547112462006,-0.9604863221884499,0.14893617021276595,-0.5319148936170213,0.16717325227963525,-0.7507598784194529,0.057750759878419454,-0.878419452887538,-0.0547112462006079,-0.939209726443769
0.0,0.0,-0.1933534743202417,-0.1933534743202417,-0.31419939577039274,-0.4169184290030212,-0.4380664652567976,-0.5438066465256798,-0.5166163141993958,-0.6646525679758308,0.0,-0.6344410876132931,0.02416918429003021,-0.8670694864048338,-0.09063444108761329,-0.9516616314199395,-0.21148036253776434,-0.9637462235649547,0.06646525679758308,-0.622356495468278,0.12386706948640483,-0.9093655589123867,-0.04229607250755287,-1.0,-0.20241691842900303,-0.9667673716012085,0.12084592145015106,-0.5861027190332326,0.1782477341389728,-0.8610271903323263,0.0,-0.9637462235649547,-0.16314199395770393,-0.9577039274924471,0.14501510574018128,-0.5317220543806647,0.15709969788519637,-0.7462235649546828,0.0513595166163142,-0.8731117824773413,-0.06646525679758308,-0.9305135951661632
0.0,0.0,-0.1921921921921922,-0.19519519519519518,-0.30930930930930933,-0.4144144144144144,-0.43543543543543545,-0.5405405405405406,-0.5105105105105106,-0.6636636636636637,0.0,-0.6336336336336337,0.024024024024024024,-0.8678678678678678,-0.0960960960960961,-0.9519519519519519,-0.2132132132132132,-0.960960960960961,0.06906906906906907,-0.6216216216216216,0.11711711711711711,-0.9129129129129129,-0.04804804804804805,-1.0,-0.2072072072072072,-0.963963963963964,0.12012012012012012,-0.5885885885885885,0.17117117117117117,-0.8648648648648649,-0.006006006006006006,-0.963963963963964,-0.17117117117117117,-0.954954954954955,0.14414414414414414,-0.5375375375375375,0.15315315315315314,-0.7537537537537538,0.042042042042042045,-0.8768768768768769,-0.07807807807807808,-0.9279279279279279
0.0,0.0,-0.1921921921921922,-0.1891891891891892,-0.3153153153153153,-0.4114114114114114,-0.43843843843843844,-0.5375375375375375,-0.5195195195195195,-0.6576576576576577,0.0,-0.6276276276276276,0.024024024024024024,-0.8618618618618619,-0.09009009009009009,-0.948948948948949,-0.2072072072072072,-0.9669669669669669,0.07207207207207207,-0.6156156156156156,0.12012012012012012,-0.9129129129129129,-0.04504504504504504,-1.0,-0.2042042042042042,-0.96996996996997,0.12012012012012012,-0.5855855855855856,0.17117117117117117,-0.8648648648648649,-0.009009009009009009,-0.960960960960961,-0.17117117117117117,-0.954954954954955,0.14114114114114115,-0.5345345345345346,0.14414414414414414,-0.7477477477477478,0.036036036036036036,-0.8768768768768769,-0.08108108108108109,-0.9309309309309309
0.0,0.0,-0.1952662721893491,-0.19230769230769232,-0.31952662721893493,-0.40828402366863903,-0.4467455621301775,-0.5295857988165681,-0.5295857988165681,-0.6479289940828402,0.0,-0.6272189349112426,0.011834319526627219,-0.863905325443787,-0.10650887573964497,-0.9467455621301775,-0.23076923076923078,-0.9585798816568047,0.0621301775147929,-0.6183431952662722,0.09171597633136094,-0.9171597633136095,-0.07100591715976332,-1.0,-0.23076923076923078,-0.9674556213017751,0.10650887573964497,-0.5857988165680473,0.13609467455621302,-0.8668639053254438,-0.04142011834319527,-0.9585798816568047,-0.20414201183431951,-0.9526627218934911,0.12130177514792899,-0.5325443786982249,0.11538461538461539,-0.7514792899408284,0.005917159763313609,-0.8727810650887574,-0.11538461538461539,-0.9230769230769231
0.0,0.0,-0.18991097922848665,-0.18991097922848665,-0.314540059347181,-0.4035608308605341,-0.4421364985163205,-0.5252225519287834,-0.5222551928783383,-0.6498516320474778,0.0,-0.6261127596439169,0.017804154302670624,-0.8664688427299704,-0.10682492581602374,-0.9495548961424333,-0.228486646884273,-0.9525222551928784,0.06231454005934718,-0.6172106824925816,0.10089020771513353,-0.913946587537092,-0.06824925816023739,-1.0,-0.22255192878338279,-0.9643916913946587,0.10979228486646884,-0.5875370919881305,0.142433234421365,-0.8694362017804155,-0.03560830860534125,-0.9614243323442137,-0.19881305637982197,-0.9495548961424333,0.12462908011869436,-0.5370919881305638,0.11869436201780416,-0.7537091988130564,0.002967359050445104,-0.8694362017804155,-0.11869436201780416,-0.913946587537092
0.0,0.0,-0.19005847953216373,-0.19005847953216373,-0.3157894736842105,-0.40058479532163743,-0.4415204678362573,-0.5233918128654971,-0.52046783625731,-0.6432748538011696,0.0,-0.6257309941520468,0.005847953216374269,-0.8654970760233918,-0.11695906432748537,-0.9473684210526315,-0.23684210526315788,-0.9590643274853801,0.06140350877192982,-0.6169590643274854,0.08187134502923976,-0.9210526315789473,-0.0847953216374269,-1.0,-0.24269005847953215,-0.9619883040935673,0.10526315789473684,-0.5847953216374269,0.12280701754385964,-0.868421052631579,-0.05847953216374269,-0.9590643274853801,-0.21929824561403508,-0.9473684210526315,0.11403508771929824,-0.5350877192982456,0.09941520467836257,-0.7514619883040936,-0.014619883040935672,-0.868421052631579,-0.13742690058479531,-0.9122807017543859
